ASIN,bookDescription
B082G1ZY9H,IOM 2 Olympiad Excellence Guide Science for Class - 2 Latest EditionInternational Olympiad
9394836977,"It gives us immense pleasure to present the sixteenth edition of GRB New Era Chemistry for Class XI : Part-l, ll and Class XII : Part-I, lI, the books are designed according to the latest CBSE syllabus. These have been updated in strict conformity with advancing concepts required for competition aspirants without compromising with its level and examination oriented requirements. Students will find each chapter enriched with the theoretical explanation alongwith variety of questions. The books have been so designed that these contain every necessary tool required for clear understanding and conceptual development on each topic. The summary of the topic alongwith important points to remember are provided for a quick revision. Conceptual problems are provided in each unit. The books have a wide range of questions to cater to the needs of all students, brilliant, mediocre and late bloomers. All questions have been well graded and written in simple language. The books include NCERT textbook examples and questions with solutions and also very short answer type, short answer type, long answer type questions with answers and NCERT exemplar problems with solutions. The numericals and examples illustrated for each unit/chapter shall enable students to delve deep to understand better the hidden aspects of the topic. In order to enhance the spectrum of knowledge already acquired by the students, Practice Problems are not only given at the end of each unit but also in between the text wherever required."
B0BLGHTTKF,"We are happy to acknowledge the receipt of compliments and suggestions from the learned teachers and students all over the country who have gone through the twentieth edition of my book ""A Textbook of Inorganic Chemistry for JEE"", now available in two parts. Both parts of the book have been acclaimed by all. The two parts provide more subject matter and increase the number of objective questions of various types. The two parts not only cover the subject matter taught in XI and XII classes on the basis of the latest CBSE syllabus but also the entire syllabus of JEE (main) and JEE (advanced) and other engineering entrance examinations. In both parts, the subject matter has been critically examined and thoroughly updated. Text matter has been refined in several places. To make the subject matter up-to-date a large number of footnotes and points to remember along with objective questions for practice have been given wherever necessary. Suggestions from respective teachers are incorporated. The objective questions section Level-A has been thoroughly revised in accordance with the recent trend of the questions asked in various entrance examinations and JEE (main) entrance examination. Simple questions have been replaced by qualitatively advanced questions with suitable hints and solutions. A large number of solved objective questions have been given in each chapter under the heading ""illustrations of objective questions"" so that the students may develop the habit of attempting objective questions themselves by applying the basic points of the topic concerned. The latest questions from various competitive entrance examinations are included in each chapter."
B082FZK3Z3,IOM 9 Olympiad Excellence Guide Mathematics for Class - 9 Latest EditionInternational Olympiad
B082FYD1W6,IOM 6 Olympiad Excellence Guide Reasoning & Aptitude for Class - 6 Latest EditionInternational Olympiad
B082FZZFD9,IOM 5 Olympiad Excellence Guide English for Class - 5 Latest EditionInternational Olympiad
B082FZ26BZ,IOM 5 Olympiad Excellence Guide - Mathematics for Class - 5 Latest EditionInternational Olympiad
9357787607,"This book aims to represent an impressive and judicious blending of the provisions of the Companies Act, the latest & landmark Judicial Decisions, and the latest Clarifications issued by SEBI. The text is interspersed with interpretations, explanations and illustrations to help the students assimilate the provisions better.

It's an invaluable resource for students pursuing degrees like B.Com., BBA, BBS, LL.B., and professional courses such as CFA, CA, CS, and CMA.

The Present Publication is the 26th Edition, updated till 31st December 2023. This book is authored by Dr G.K. Kapoor & Dr Sanjay Dhamija, with the following noteworthy features:
Highlights of the 26th Edition
o [Case Laws] up to 31st December 2023 have been incorporated
o [Amendment in Rules] up to 31st December 2023 have been incorporated
o [Important Circulars | Notifications | Amendments] upto 31st December 2023 have been incorporated at appropriate places
o [Others]
§ Launch of MCA 21 Version 3 (V3)
§ Setting up for the Centre for Processing of Accelerated Corporate Exit (C-PACE)
§ Revised Definition of a Small Company
[Simple & Lucid Language] The provisions of the law are presented in a lucid and straightforward style, backed by the most up-to-date case decisions
[Specimen Notices, Minutes and Resolutions] have been given at relevant places to help students answer questions
[Latest & Landmark Case Laws] have been provided throughout the book
[Summaries of Each Chapter] are provided at the end of each chapter, containing substantive provisions of the law
[Hints to Questions & Practical Problems] selected from past examination questions of various universities and professional institutes have been provided in this book
[Section-wise Subject Index] to ease the navigation for the reader
[Student-Oriented Book] This book has been developed keeping in mind the following factors:
o Interaction of the author/teacher with their students in the classroom
o Shaped by the author/teacher's experience of teaching the subject matter at different levels
o Reactions and responses of students have also been incorporated at different places in the book
[Six-sigma Approach] to achieve the benchmark of 'zero-error'
Contents of this book are as follows:
o History of Company Legislation
o Meaning and Nature of a Company
o Kinds of Companies
o Formation and Incorporation of a Company
o Memorandum of Association
o Articles of Association
o Prospectus
o Acceptance of Public Deposits
o Share and Share Capital
o Membership
o Registers and Returns
o Investments, Loans, Borrowings and Debentures
o Divisible Profits and Dividends
o Company Management
o Company Secretary and Practising Company Secretary
o Company Meetings – I | General
o Company Meetings – II | General Body Meetings
o Company Meetings – III | Board Meetings
o Accounts and Audit
o Inspection, Inquiry and Investigation
o Majority Rule and Minority Protection
o Prevention of Oppression and Mismanagement
o Compromises, Arrangements, Reconstruction and Amalgamation
o Winding Up
o Authorities under the Companies Act, 2013
o Service of Documents
o Corporate Governance
o The Depositories Act, 1996 | An Analysis
o Company Law in a Computerised Environment – E-Governance and E-Filing"
B0BL38X1B5,"The First Edition of this popular textbook on Physics for Class 12 appeared in the year 2010 and is now in its Twelfth Edition. All this happened due to the the overwhelming response of the students & teachers. In the present edition, each chapter has been split into suitable number of segments with the segment serving as a self-contained quantum of the subject. Further, answers to all numerical problems have been checked and rechecked and corrections have been applied wherever necessary. The menace of misprints has also been done away with and there is now hardly a chance of an error in this respect. This in itself is a big accomplishment as it has exalted the status of the text to that of a reference book. An important feature of this edition is the addition of an Objective Corner at the end of each unit containing objective questions of various types necessitated by the latest changes in the CBSE Question Paper Design."
9356226946,"This book primarily aims to enhance the knowledge of HR and IR professionals in the labour laws of India. It also seeks to develop a holistic understanding of managing the interest of workers and employers hand in hand. This book compiles the legislation dealing with the following:
Industrial Relations
Wages
Work Conditions
Social Security
Employment of Women and Children

This book will be helpful as a textbook for business management students specialising in human resource management and HR professionals.

The Present Publication is the 2nd Edition, authored by Dr Parul Gupta, with the following noteworthy features:
[Simple & Lucid Language with an Application-Oriented Approach] has been followed throughout this book
[Student-Oriented Book] This book has been developed keeping in mind the following factors:
o Interaction of the author/teacher with their students in the classroom
o Shaped by the author/teacher's experience of teaching the subject matter at different levels for more than three decades
o Reactions and responses of students have also been incorporated at different places in the book
[Amended & Updated] The 2nd edition incorporates amendments made in the labour legislation in the recent past
[Case Studies & Judgements along with their Explanation] has been included to provide a holistic understanding of labour legislations and the approach of the court of law to settle industrial disputes
[Case Studies] are included in the book to augment better learning
[Chapter End Questions including Descriptive and Multiple Choice Questions] are included in this book to supplement classroom inputs

The structure of the book is as follows:
Chapter one highlights the importance of industrial relations for businesses and HR professionals, followed by an overview of significant changes proposed in the four labour codes
Chapter two throws light on the evolution of labour laws in India and major categories of labour legislation
Chapters three to eighteen discuss in detail various provisions of labour laws which can be broadly divided into three categories, such as:
o Protective and Employment Legislations
o Social Security Legislations
o Regulatory Legislations

The detailed contents of the book are as follows:
Industrial Relations and the Labour Codes
Evolution of Labour Legislation in India
Factories Act, 1948
Contract Labour (Regulation and Abolition) Act, 1970
Child and Adolescent Labour (Prohibition and Regulation) Act, 1986
Employee's Compensation Act, 1923
Employee's State Insurance Act, 1948
Employee's Provident Funds and Miscellaneous Provisions Act, 1952
Payment of Gratuity Act, 1972
Maternity Benefit Act, 1961
Payment of Wages Act, 1936
Minimum Wages Act, 1948
Industrial Disputes Act, 1947
Industrial Employment (Standing Orders) Act, 1946
Trade Unions Act, 1926
Payment of Bonus Act, 1965
Apprentices Act, 1961
Employment Exchanges (Compulsory Notification of Vacancies) Act, 1959"
0670090220,"The first and only authorized biography on Tata Group including the Tata-Mistry legal battle, exclusive interviews with Ratan Tata, and never-before-seen photographs of the Tata family.

In 1868, Jamsetji Tata, a visionary of his time, lit the flame that went on to become Tata and its group of companies. This business grew into an extraordinary one. One that some may even call 'the greatest company in the world'. Over the decades, the business expanded and prospered under the leadership of the various keepers of the flame, such as Sir Dorabji Tata, J.R.D. Tata and Ratan Tata, to name a few. But one day, the headlines boldly declared that the chairman of the board of Tata Sons, Cyrus Mistry, had been fired.

What went wrong?

In this exclusive and authorized book, insiders of the Tata businesses open up to Peter Casey for the first time to tell the story. From its humble beginnings as a mercantile company to its growth as a successful yet philanthropic organization to its recent brush with Mistry, this is a book that every business- minded individual must read."
0143463209,"Named one of the 100 best spiritual books of the 20th century, Paramahansa Yogananda's remarkable life story takes you on an unforgettable exploration of the world of saints and yogis, science and miracles, death and resurrection. With soul-satisfying wisdom and endearing wit, he illuminates the deepest secrets of life and the universe - opening our hearts and minds to the joy, beauty, and unlimited spiritual potentials that exist in the lives of every human being.

This complete edition - offered in collaboration with Yogoda Satsanga Society of India and Self-Realization Fellowship, the organizations founded by the author - incorporates all of his wishes for the final text, including the extensive material he added after the 1946 edition.

Experience the captivating journey of Paramahansa Yogananda's life through the pages of ""Autobiography of a Yogi."" With remarkable candor, eloquence, and wit, Yogananda shares his inspiring chronicle, from his extraordinary childhood to encounters with saints and sages during a quest for an illumined teacher in India.

Through this compelling life story, Yogananda unveils the subtle laws governing both ordinary and extraordinary events, offering a profound understanding of human existence. ""Autobiography of a Yogi"" transcends time, enthralling readers with its spiritual teachings, making it a timeless masterpiece and a revered spiritual classic.

Join Yogananda on a journey that will leave an indelible mark on your soul and open your heart to the mysteries of life!"
0670096008,"'A comprehensive and gripping narrative'---Vikram Sampath, author, historian and Fellow of Royal Historical Society

'A must-read'---Sandeep Unnithan, managing editor, India Today

There are not many Indian heroes whose lives have been as dramatic and adventurous as that of Netaji Subhas Chandra Bose. That, however, is an assessment of his life based on what is widely known about him. These often revolve around his resignation from the Indian Civil Service, joining the freedom movement, to be exiled twice for over seven years, throwing a challenge to the Gandhian leadership in the Congress, taking up an extremist position against the British Raj, evading the famed intelligence network to travel to Europe and then to Southeast Asia, forming two Governments and raising two armies and then disappearing into the unknown. All this in a span of just two decades.

Now, new information throws light on Bose's intense political activities surrounding the revolutionary groups in Bengal, Punjab, Maharashtra and United Provinces, his efforts to bridge the increasing communal divide and his influence among the splintered political landscape; his outlook and relations with women; his plunge into the depths of spirituality; his penchant for covert operations and his efforts to engineer a rebellion among the Indian armed forces. With this new information, what appeared to be dramatic now becomes more intense with plots and subplots under one man's single-minded focus on freeing the motherland and envisioning its development in a new era.

Furthermore, one of the most sensitive issues that have prevented political parties and successive governments from talking much about Bose is his joining the Axis camp. While Jawaharlal Nehru and other prominent Congress leaders publicly denounced the move, the Communist Party of India went on to a prolonged vilification campaign. Sardar Patel issued instruction to Congress leaders to defend the INA soldiers without eulogizing their leader.

Was Bose really a Nazi sympathiser? Knowing very well about the strong public opinion that existed among the political leadership and the intelligentsia in India against Nazi Germany, Fascist Italy, and imperial Japan, why did he risk his own political image by allying with the Axis powers?

Pacey, thought-provoking and absolutely unputdownable, Bose: The Untold Story of an Inconvenient Nationalist will open a window to many hitherto untold and unknown stories of Netaji Subhas Chandra Bose.

Probably the first critical biography of Netaji Subhas Chandra Bose till date."
0063399350,"An extraordinary personal and historical journey, Life is the story of a man and a world in dramatic change. Pope Francis recalls his life through memories and observations of the most significant occurrences of the past eight decades, from the Holocaust to the fall of the Berlin Wall, Videla’s coup in Argentina to the moon landing in 1969, and even the 1986 World Cup in which Maradona scored the unforgettable “hand of God” goal.

Here are the frank assessments and intimate insights of a pastor reflecting on the Nazi extermination of the Jews, the atomic bombings of Hiroshima and Nagasaki, the 2001 terrorist attack on America and the collapse of the Twin Towers, the great economic recession of 2008, the Covid-19 pandemic, the retirement of Pope Benedict XVI, and the subsequent conclave that elected him Pontiff. The “pope callejero” recounts these world-changing moments with the candor and compassion that distinguishes him, and offers important messages on major crises confronting us now, including social inequalities, climate change, international war, atomic weapons, racial discrimination, and the battles over social and cultural issues.

Translated from the Italian by Aubrey Botsford"
0670094749,"Ashwin is arguably the greatest match-winner for India in Test cricket. The fastest man to 300 Test wickets, he was a part of the team that won the 2011 World Cup in the ODI format. In T20 cricket, he has won two IPL titles and a Champions League T20. He is a feisty offspinner and more than a handy batter. But that’s only half the tale.

This nuanced portrait delves deep to paint a candid picture of a cricketer’s life before cricket—his struggles with health issues as a child, a middle-class family’s unwavering fight and determination to give him the resources he needed for a professional career in the sport, and the little joys of growing up in a cricket-mad gully.

How does a champion sportsman view the world? What drives him on and off the field? One of the more articulate and thoughtful cricketers, in this book, R. Ashwin tells his story with Sidharth Monga."
9355211740,"An iconic Indian industrialist, Ratan Tata, has been a stalwart of the Indian business ecosystem. Born in Mumbai in the famed Tata family, he served as the chairman of Tata Sons and of the Tata Group (from 1990 to 2012, and 2016-17. Felicitated with the highest civilian awards of India, the Padma Vibhushan (2008) and Padma Bhushan (2000),

Tata has been a philanthropist and an active investor in the Indian start-up community. He was instrumental in many of the pivotal acquisitions (Tetley, Jaguar Land Rover, Corus, Air India) that ushered an era of modernity and competitiveness in this revered business group."
9355214804,"The book narrates the remarkable journey of Kalpana Chawla, the first Indian woman astronaut, from her humble beginnings in Karnal to her historic journey into space.
Kalpana Chawla's story emphasizes the importance of having a vision and the courage to pursue it, regardless of one's background or circumstances.
Through her perseverance and determination, Kalpana Chawla broke barriers and achieved her dream of reaching space, inspiring countless individuals along the way.
The book highlights the belief that dreams can indeed become a reality if one is willing to work hard and overcome obstacles with unwavering dedication.
Readers are taken on a journey through the pages of the book, experiencing the challenges and triumphs of space exploration alongside Kalpana Chawla.
Kalpana Chawla's story is not just about personal achievement but also about cultural pride, as she represented India on the global stage and left a lasting legacy.
The book serves as both an educational resource and a source of inspiration, motivating readers to pursue their own dreams with passion and perseverance.
Kalpana Chawla emerges as a role model for aspiring astronauts and individuals from all walks of life, demonstrating the power of determination and the human spirit.
Through the narrative, Kalpana Chawla is humanized, allowing readers to connect with her on a personal level and understand the person behind the astronaut suit.
The book ensures that Kalpana Chawla's legacy lives on, inspiring future generations to reach for the stars and never give up on their dreams."
9355211295,"Hailing from Garhwal, Doval has excellent credentials as ‘Operation Man’. He made a name for himself as a field operative during the Mizoram rebellion, where he overpowered the rebel leader, Laldenga. In 1989, he led an Intelligence Bureau (IB) team with the Punjab Police and the National Security Guard during ‘Operation Black Thunder’ to flush out terrorists from the Golden Temple in Amritsar.

Throughout the years, he headed several important teams within the IB, including those with prominent operations against Islamic terrorism in India. He also led the team formed after the 1993 Mumbai blasts to apprehend underworld gangster Dawood Ibrahim."
9389432472,"Inspiring stalwarts like the Beatles, Steve Jobs, and Ravi Shankar, autobiography of a Yogi is an immensely gratifying spiritual read that has altered and enriched the lives of millions across the world, since it was first published in 1946. An originative text that tells the story of Paramahansa Yogananda, this book has been revered for its memorable, incisive, and instructive teachings. This spiritual autobiography will take you on an incredible journey of Indian mysticism and spirituality and deliver humbling, comforting truths about life and existence. A book that deserves a place in every home..."
939519250X,"What drove a young man with a full life to sacrifice it all for his nation?
Why did battle-hardened soldiers revere this young man, following him into peril, or even death?
A loving son to a doting mother, a loyal friend to fellow officers, a trusted comrade to his brave soldiers, and a fearless warrior against his enemy.
Built from true accounts, here is an authentic life story of Major Sudhir Walia of 9 Para (SF). From leading an attack on Zulu Top in the Kargil war, to operations against terrorists in the Kashmir valley, this book charts the journey of this maverick Special Forces Officer.
Twice decorated with the Sena Medal, Major Sudhir Walia was killed in action while leading an audacious raid against foreign militants. He was posthumously awarded India’s highest peacetime gallantry award – the Ashok Chakra.
Nicknamed Rambo for his daredevilry, read on to find what it takes to forge a hero whose legacy and raw courage inspire men even today."
1015418902,"This work has been selected by scholars as being culturally important, and is part of the knowledge base of civilization as we know it.

This work is in the ""public domain in the United States of America, and possibly other nations. Within the United States, you may freely copy and distribute this work, as no entity (individual or corporate) has a copyright on the body of the work.

Scholars believe, and we concur, that this work is important enough to be preserved, reproduced, and made generally available to the public. We appreciate your support of the preservation process, and thank you for being an important part of keeping this knowledge alive and relevant."
9388369041,"A meticulously researched book, which celebrates the achievements of charismatic, powerful, and influential leaders who have shaped world history. Age-appropriate content, fun facts and bold illustrations will appeal to the curiosity of young inquisitive minds and help them develop their reading skills and general knowledge.

Learning with leaders!


A perfect knowledgeable book for young readers
Well-researched with age- appropriate content
Eye-catching illustrations makes it a must have
Improves reading skills and perfect to enhance general knowledge
Filled with fun facts to keep its readers happily engaged!"
9388304322,"While reading fables and tales provides relaxation and entertainment, reading about the lives of people whose work and contributions changed the course of history offers inspiration. Children are motivated to work harder when they are encouraged by the lives of other significant people. Here is a bunch of books that commemorate the lives of scientists and their notable contributions to the world, without which science and technology may not have been what it is today. Starting with their lives as little boys and narrating the stories that brought them into the limelight, this series covers significant aspects of these scientists’ lives. Children will be amazed and awed as they read about Archimedes, the Greek mathematician; James Watt and the steam engine; Jagdish Chandra Bose and radio communications; Albert Einstein and the theory of relativity; Guglielmo Marconi and the wireless telegraph; Alexander Graham Bell and the first telephone; Neil Armstrong, the first person to walk on the Moon; Isaac Newton and his work with gravitation and calculus; and Abdul Kalam and his contributions towards India's missile and nuclear weapons programmes.

Inspire the younger generation with the lives of great personalities.
Motivate children to explore their interests in science.
Develop an interest in non-fiction.
Enhance scientific knowledge.
Improve vocabulary."
9353456444,"Sudha Kulkarni was forging a career as TELCO’s first woman engineer when she met the serious, idealistic and brilliant Narayana Murthy, and they fell in love. For the first time comes the story of their early years – from their courtship to Infosys’s founding years, from their marriage to parenthood – told by Chitra Banerjee Divakaruni.

What drew them together and kept them bound tightly through the challenges and loneliness they faced? What was it like to create a startup during the license raj, when there were no VCs, and entrepreneurship was regarded as a dirty word? How did Sudha Murty balance being a career woman, a mother and a startup wife? How did Narayana Murthy’s obsession affect himself and his family?

Taking us deep inside the minds, hearts and values of the Murthys, with exclusive access to them, Divakaruni tells their story with emotional depth, bringing them and their worlds vividly alive. This book is about the sacrifices it takes to forge a powerful and lasting marriage, about the early story of Infosys and Indian business before liberalization, and most of all about two icons before they became the legends that transformed the fields of business and philanthropy."
939044117X,"I was not afraid of death. All I prayed for now was to not die before winning back Tiger Hill for India.
On the night of 3 July 1999, Grenadier Yogendra Singh Yadav, all of 19 years old, was given a very crucial task along with the Ghatak Platoon of 18 Grenadiers – to capture the impenetrable Tiger Hill. Fresh after capturing Tololing Hill, the Unit was high on josh, but also battered and bruised.
Braving the inhospitable terrain, freezing cold weather and facing fierce enemy fire, he was the first in this Ghatak Platoon to reach the top. Even after his body was pierced by multiple bullets and grenade shrapnel, he charged the enemy bunkers and cleared the path for the regiment to capture the mighty peaks of Tiger Hill.
He displayed the most conspicuous courage, indomitable gallantry, grit and determination under extreme adverse circumstances during the Kargil War which made him the youngest awardee of the highest Indian military award – the Param Vir Chakra.
The Hero of Tiger Hill is the true story of a brave soldier who leaves no stone unturned and fights valiantly for the honour of his country. In his own words, Captain (Hony) Yogendra Singh Yadav gives us an inspiring account of the Kargil War through his transformative journey of fulfilling his most cherished dream of serving the Indian Army."
B09M8SPXM5,"A Complete Biography of Successful Businessmen Azim Premji ,Elon Musk, Indra Nooyi, Mukesh Ambani, Ratan Tata (Set of 5 English Books)

Bundle ISBN:

9789355211422—Azim Premji A Complete Biography

9789355211347—Elon Musk A Complete Biography

9789355211354—Indra Nooyi A Complete Biography

9789355211415—Mukesh Ambani A Complete Biography

9789355211743—Ratan Tata A Complete Biography"
B0D54NBN2X,"The same zeal who wrote revolutionary poems against the British rule and who always dreamed of India's freedom, the same zeal wrote a very strong poem titled Ma Tum Azadi, just a few years after India's independence, which The dream was what we had dreamed but what was its interpretation."
9363956407,"Two edupreneurs setting out to establish a school with a difference come across a retired headmaster who has helmed some of India’s best schools. A chance encounter, and a relationship destined to deepen, lead to Oakridge International, a school whose primary objective is to impart a solid foundation while freeing the mind to explore beyond the constraints of curriculum.

The story of former Doon School headmaster Shomie Das and childhood friends turned business partners Naga Tummala and Raj Yarlagadda is a fascinating account of vision and enterprise, and the struggle that went into setting up the institution of their dream.

The Man Who Saw Tomorrow details Shomie Das’s ideas about how education should be an experience that children enjoy and not one that has been thrust upon them. What that entails is a deep acknowledgement and respect for the child as a unique individual.

But this is not only Shomie’s story. As fascinating a person that he is, Oakridge could never have been established without the tenacity of Naga Tummala and Raj Yarlagadda, and the bold gambles they often took when lack of money threatened to derail all their efforts. Refusing to give up, driven by passion, lurching from one loan to another, yet never losing sight of the summit – the goal of building a world-class school that would set the benchmark for others – this is their incredible story too.

While Shomie, Naga Tummala and Raj Yarlagadda have since exited Oakridge, their legacy survives. Given the ongoing discourse around India’s education system and the changes being made, The Man Who Saw Tomorrow is a timely, relevant and important book for educators and entrepreneurs alike."
9354899757,"In 1947, Kamaladevi Chattopadhyay made an unexpected visit to a gloomy government building in New Delhi to confront one of the gravest crises facing the newly independent nation-the fate of the millions of refugees pouring across the borders with Pakistan. She had no official standing, but somehow managed to arrange for a piece of land just outside the capital, where a model town would be built to house 30,000 people. This town is today's Faridabad.

This is just one of the many efforts-often forgotten-made by an indomitable woman who strove to empower others throughout her life. Born a Saraswat Brahmin in Mangalore, Kamaladevi was a performing artist, a Gandhian, a social reformer, an educationist, an institution builder, a patron of the arts, an author, a visionary. She built bridges across divides decreed by tradition, while establishing her own identity as an Indian woman finding a place for herself in a male-dominated world. Her dream was of an India that was free not just of colonial rule but of the shackles of poverty, caste oppression and gender disparities.

Nico Slate's new and definitive biography explores the life of Kamaladevi, one of the most inspiring figures of twentieth-century India.

This is the third book in the Indian Lives series, edited and curated by Ramachandra Guha."
0143457942,"Srinivasa Ramanujan wants to go to school in Kumbakonam only to do maths but his class has no maths teacher this year.

Instead, there is a series of substitutes making the boys do strange exercises--lifting iron ingots, measuring milk, jumping from one island to another and frying fish. Ramanujan wants no part in it, but he and his team, the Kumbakonam Krackerjacks are drawn into a challenge with the Triumphant Trio--and in any maths challenge, Ramanujan has to win!

Filled with rollicking humour, puns, puzzles, this meticulously researched novel describes the childhood of one of the world's greatest mathematicians in a vividly imagined historical setting. Priya Kuriyan's joyful illustrations capture his daily life in striking detail.

The Great Minds at Work series looks at the childhoods of people who made history against the backdrop of the times and places they grew up in."
9350483408,""" 9789380823317"" Amar Krantiveer Chandrashekhar Azad

भारतीय स्वतंत्रता संग्राम के इतिहास में चंद्रशेखर आजाद का नाम स्वर्ण अक्षरों में अंकित है। उनका मूल नाम चंद्रशेखर तिवारी था। भले ही लोग स्वतंत्रता-संग्राम में उनके योगदान को पूर्ण रूप से न जानते हों, लेकिन इतना अवश्य जानते हैं कि वे इस संग्राम के अग्रगण्य क्रांतिकारियों में एक थे और उनके नाम से बड़े-बड़े अंग्रेज पुलिस अधिकारी तक काँप उठते थे। बाल्यावस्था में ही उन्होंने पुलिस की बर्बरता का विरोध प्रकट करते हुए एक अंग्रेज अफसर के सिर पर पत्थर दे मारा था।

अपने क्रांतिकारी जीवन में आजाद ने कदम-कदम पर अंग्रेजों को कड़ी टक्कर दी। उन्होंने सुखी जीवन का त्याग करके कँटीला रास्ता चुना और अपना जीवन देश पर बलिदान कर दिया। भले ही वे अपने जीवन में आजादी का सूर्योदय न देख पाए, लेकिन गुलामी की काली घटा को अपने क्रांति-तीरों से इतना छलनी कर गए कि आखिरकार उस काली घटा को भारत की भूमि से दुम दबाकर भागना पड़ा।

महान् क्रांतिकारी, अद्वितीय देशाभिमानी एवं दृढ़ संकल्पवान् चंद्रशेखर आजाद के अनछुए जीवन-प्रसंगों के साथ संपूर्ण व्यक्‍तित्व का दिग्दर्शन करानेवाली अनुपम कृति।"
9355216831,"Charlie Chaplin, the universal comic icon, who with his lovable portrayal of a ‘tramp’ made and still makes the world laugh. The Hitler’s toothbrush moustache, the bowler or derby hat, the coat a size or two too small, the baggy trousers, the floppy shoes and the cane made him the most unforgettable character. The mere mention of his name conjures a picture of him as the tramp. One of the most pivotal stars of the early silent era of Hollywood, Charlie Chaplin’s films made everyone laugh and cry at the same time.

The world cinema is indebted to him for films like ‘The Kid’, ‘The Gold Rush’, “The Circus,” ‘City Lights’, ‘Modern Times’ and ‘The Great Dictator’. An enigma to the world, people have vast curiosity about his life and his body of work. This book is an attempt to unravel the various aspects of his life and his struggles. The happiness and the despair, the controversies and the acclaims are all revealed in this authentic biography of this great legend. Though he is no more between us but he continues to live in our memories."
9355218028,"Jaamsetji Tata was an Indian

entrepreneur and industrialist who founded the Tata Group. It is one of the largest and most respected business conglomerates in India. He was born on March 3, 1839, in Navsari, Gujarat, In- dia, into a Parsi family of traders. In 1868, he founded a small trad- ing company in Mumbai, which later grew into the Tata Group. It deals with steel, automobiles, telecommunications, hospitality, and many other sectors.

Jamsetji Tata was known for his visionary thinking, his com- mitment to innovation, and his deep sense of social responsibility. He believed that business could be a powerful force for good, and he used his wealth and influence to support causes such as education, healthcare, and social welfare. Jamsetji's legacy continues to inspire and influence business leaders and entrepreneurs in India and around the world. Jamsetji passed away on May 19, 1904. His vision and values continue to live through the Tata Group and the many institutions

he founded, including the Indian Institute of Science and the Tata Trusts."
9388810368,"A meticulously researched book, which celebrates the achievements of talented sports personalities inspired generations with their talent, hard work and success. Age appropriate content, fun facts and bold illustrations will appeal to the curiosity of young inquisitive minds and help them develop their reading skills and General Knowledge.   ."
8185301417,Vivekananda: A Biography
9355627629,"Dr. B.R. Ambedkar's autobiography is a powerful memoir chronicling his extraordinary life as one of India's greatest social reformers and visionaries. It takes readers on a transformative journey through his early struggles against caste discrimination, his pursuit of education and his relentless fight for social justice and human rights. The book offers insights into Ambedkar's experiences as a student, lawyer, scholar and as the chief architect of the Indian Constitution.

Born into an Untouchable family, Ambedkar faced oppression but overcame obstacles to become a renowned jurist, economist and politician. He spearheaded the Modern Buddhist Movement, campaigned against discrimination against Dalits, women, and labor, and served as Independent India's first law minister. With multiple doctorates from prestigious universities, he contributed significantly to the fields of law, economics and political science.

Ambedkar's autobiography is a testament to his unwavering commitment to ensuring the rights and dignity of every citizen. It serves as a guiding light, inspiring readers to perpetuate the quest for compassion, empathy, and equality, while reminding us of the sacrifices that shaped India’s history."
9359801852,"Does Life Holds any more meaning when Death separates you from your partner?

""A WIDOW: REBIRTH FROM HER ASHES""

In a world where dreams can crumble and hope can fade, journey through the inspiring pages of a tale that proves the power of resilience, self discovery, healing and the unyielding strength of the human spirit.

In the enchanting narrative of ""A WIDOW: REBIRTH FROM HER ASHES,"" immerse yourself in the story of a young woman whose dreams once gleamed brightly with the promise of a future filled with love, success, and fulfillment. But when life's unexpected turns leave her world shattered, her journey to rise from the ashes of trauma becomes an extraordinary testament to the courage that resides within us all.

Meet our protagonist, Mridu, a spirited soul, a brave heart who refuses to succumb to the darkness that threatens to consume her. As she navigates the depths of grief and loss, the intricacies of self-discovery, and the challenges of coping with bereavement, you'll be captivated by her unwavering determination to rediscover her identity and reclaim the life's gifts and dreams she thought were lost forever.

This compelling story invites you to witness her transformation, as she defies societal expectations, defies adversity, and embraces her newfound strength. With every chapter, you'll walk alongside her, feeling her triumphs and tribulations, and discovering that the journey from despair to rebirth is as universal as it is unique.

""A WIDOW: REBIRTH FROM HER ASHES"" stands tall among tales like ""Eat, Pray, Love"" for its unflinching honesty and ""Wild"" for its transformative journey. Just as ""Becoming"" resonates with readers' desires for self-discovery, this book will resonate with those seeking inspiration, empowerment, and the reaffirmation that from even the deepest ashes, a triumphant phoenix can rise."
9354401473,"Discover the remarkable life and brilliant mind of Nikola Tesla in My Inventions: Autobiography of Nikola Tesla. This captivating autobiography unveils the visionary ideas, groundbreaking inventions, and relentless pursuit of innovation that defined one of history's greatest inventors.

A glimpse into the mind of a genius!


Nikola Tesla's personal account of his life, inventions, and discoveries
Provides insights into the mind of a scientific genius and his revolutionary ideas
Chronicles Tesla's groundbreaking contributions to electrical engineering and technology
Reveals Tesla's fascinating vision for wireless power transmission and other groundbreaking concepts
A captivating and inspiring read for science enthusiasts, inventors, and admirers of Nikola Tesla's genius"
